ATTRIBUTE_ID,ORG_CODE_ID,BUILDING_CODE,ROOM_ID,QUANTITY,CREATE_DATE,CREATE_TIME,CREATE_OPID,CREATE_TERMINAL,REVISION_DATE,REVISION_TIME,REVISION_OPID,REVISION_TERMINAL,ABT_JOIN
X3000,O000000001,BN0700,D104,6,2003-09-12 00:00:00.000,1900-01-01 10:37:27.120,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 10:37:27.120,RICHARDM,0001,*
X3600,O000000001,BN0700,D104,1,2003-09-12 00:00:00.000,1900-01-01 10:38:14.937,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 10:38:14.937,RICHARDM,0001,*
X4500,O000000001,BN0700,D104,1,2003-09-12 00:00:00.000,1900-01-01 10:44:59.910,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 10:44:59.910,RICHARDM,0001,*
X1800,O000000001,BN0700,D105,9,2003-09-12 00:00:00.000,1900-01-01 10:49:58.420,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 10:49:58.420,RICHARDM,0001,*
X2300,O000000001,BN0700,D105,2,2003-09-12 00:00:00.000,1900-01-01 10:51:15.430,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 10:51:15.430,RICHARDM,0001,*
X2600,O000000001,BN0700,D105,8,2003-09-12 00:00:00.000,1900-01-01 10:50:40.480,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 10:50:40.480,RICHARDM,0001,*
X3600,O000000001,BN0700,D105,1,2003-09-12 00:00:00.000,1900-01-01 10:54:00.407,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 10:54:39.963,RICHARDM,0001,*
X4600,O000000001,BN0700,D105,1,2003-09-12 00:00:00.000,1900-01-01 10:54:39.973,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 10:54:39.973,RICHARDM,0001,*
X1200,O000000001,BN0700,D203,17,2003-09-12 00:00:00.000,1900-01-01 11:03:58.557,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:03:58.557,RICHARDM,0001,*
X1800,O000000001,BN0700,D203,3,2003-09-12 00:00:00.000,1900-01-01 11:04:19.207,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:04:19.207,RICHARDM,0001,*
X2400,O000000001,BN0700,D203,4,2003-09-12 00:00:00.000,1900-01-01 11:05:32.223,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:05:32.223,RICHARDM,0001,*
X2700,O000000001,BN0700,D203,1,2003-09-12 00:00:00.000,1900-01-01 11:06:04.540,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:06:04.540,RICHARDM,0001,*
X4100,O000000001,BN0700,D203,1,2003-09-12 00:00:00.000,1900-01-01 11:06:25.307,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:06:25.307,RICHARDM,0001,*
X4500,O000000001,BN0700,D203,1,2003-09-12 00:00:00.000,1900-01-01 11:07:49.220,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:07:49.220,RICHARDM,0001,*
X6100,O000000001,BN0700,D203,1,2003-09-12 00:00:00.000,1900-01-01 11:07:22.840,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:07:22.840,RICHARDM,0001,*
X6800,O000000001,BN0700,D203,9,2003-09-12 00:00:00.000,1900-01-01 11:05:03.610,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:05:03.610,RICHARDM,0001,*
X0300,O000000001,BN0700,D205,1,2003-09-12 00:00:00.000,1900-01-01 11:18:09.740,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:18:09.740,RICHARDM,0001,*
X1200,O000000001,BN0700,D205,7,2003-09-12 00:00:00.000,1900-01-01 11:18:02.100,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:18:02.100,RICHARDM,0001,*
X1800,O000000001,BN0700,D205,4,2003-09-12 00:00:00.000,1900-01-01 11:17:24.427,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:17:38.957,RICHARDM,0001,*
X2500,O000000001,BN0700,D205,10,2003-09-12 00:00:00.000,1900-01-01 11:18:53.353,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:18:53.353,RICHARDM,0001,*
X2700,O000000001,BN0700,D205,1,2003-09-12 00:00:00.000,1900-01-01 11:19:19.913,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:19:19.913,RICHARDM,0001,*
X5500,O000000001,BN0700,D205,2,2003-09-12 00:00:00.000,1900-01-01 11:19:42.223,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:19:42.223,RICHARDM,0001,*
X1200,O000000001,BN0700,D206,2,2003-09-12 00:00:00.000,1900-01-01 11:25:43.753,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:25:43.753,RICHARDM,0001,*
X1800,O000000001,BN0700,D206,15,2003-09-12 00:00:00.000,1900-01-01 11:25:24.277,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:25:24.277,RICHARDM,0001,*
X2700,O000000001,BN0700,D206,2,2003-09-12 00:00:00.000,1900-01-01 11:32:30.950,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:32:30.950,RICHARDM,0001,*
X3000,O000000001,BN0700,D206,14,2003-09-12 00:00:00.000,1900-01-01 11:26:14.830,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:26:14.830,RICHARDM,0001,*
X3200,O000000001,BN0700,D206,7,2003-09-12 00:00:00.000,1900-01-01 11:33:35.293,RICHARDM,0001,2003-09-12 00:00:00.000,1900-01-01 11:33:35.293,RICHARDM,0001,*
X0300,O000000001,DESIGN,D202,1,2003-10-30 00:00:00.000,1900-01-01 14:26:28.167,RICHARDM,0001,2003-10-30 00:00:00.000,1900-01-01 14:26:28.167,RICHARDM,0001,*
X1200,O000000001,DESIGN,D202,16,2003-10-30 00:00:00.000,1900-01-01 14:24:59.840,RICHARDM,0001,2003-10-30 00:00:00.000,1900-01-01 14:24:59.840,RICHARDM,0001,*
X2000,O000000001,DESIGN,D202,3,2003-10-30 00:00:00.000,1900-01-01 14:26:13.947,RICHARDM,0001,2003-10-30 00:00:00.000,1900-01-01 14:26:13.947,RICHARDM,0001,*
X4100,O000000001,DESIGN,D202,1,2003-10-30 00:00:00.000,1900-01-01 14:25:38.547,RICHARDM,0001,2003-10-30 00:00:00.000,1900-01-01 14:25:38.547,RICHARDM,0001,*
X6100,O000000001,DESIGN,D202,11,2003-10-30 00:00:00.000,1900-01-01 14:23:46.177,RICHARDM,0001,2003-10-30 00:00:00.000,1900-01-01 14:24:59.840,RICHARDM,0001,*
D180,O000000001,LIBRAR,Court,100,2008-03-12 00:00:00.000,1900-01-01 15:54:28.693,ARTENIAA,0001,2008-03-12 00:00:00.000,1900-01-01 15:54:28.693,ARTENIAA,0001,*
X2000,O000000001,MILLER,111,1,2015-08-03 00:00:00.000,1900-01-01 11:04:17.150,JACKSONV,0001,2015-08-03 00:00:00.000,1900-01-01 11:04:17.150,JACKSONV,0001,*
